timestamp,source_ip,target_ip,source_port,target_port,packet_size,attack_mode,label,packet_length,packet_summary
2024-04-21T17:23:09.881421,192.168.1.100,192.168.31.185,49678,100,60,http,normal,80,IP / TCP 192.168.1.100:49678 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:09.887405,192.168.1.100,192.168.31.185,45756,100,60,http,normal,80,IP / TCP 192.168.1.100:45756 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:09.904359,192.168.1.100,192.168.31.185,40291,100,60,http,normal,80,IP / TCP 192.168.1.100:40291 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:09.915330,192.168.1.100,192.168.31.185,30809,100,60,http,normal,80,IP / TCP 192.168.1.100:30809 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:09.922313,192.168.1.100,192.168.31.185,7241,100,60,http,normal,80,IP / TCP 192.168.1.100:7241 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:09.934280,192.168.1.100,192.168.31.185,8327,100,60,http,normal,80,IP / TCP 192.168.1.100:8327 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:09.942259,192.168.1.100,192.168.31.185,23779,100,60,http,normal,80,IP / TCP 192.168.1.100:23779 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:09.949239,192.168.1.100,192.168.31.185,16936,100,60,http,normal,80,IP / TCP 192.168.1.100:16936 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:09.956222,192.168.1.100,192.168.31.185,57377,100,60,http,normal,80,IP / TCP 192.168.1.100:57377 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:09.964200,192.168.1.100,192.168.31.185,63811,100,60,http,normal,80,IP / TCP 192.168.1.100:63811 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:09.972179,192.168.1.100,192.168.31.185,59254,100,60,http,normal,80,IP / TCP 192.168.1.100:59254 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:09.979159,192.168.1.100,192.168.31.185,30394,100,60,http,normal,80,IP / TCP 192.168.1.100:30394 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:09.987139,192.168.1.100,192.168.31.185,44059,100,60,http,normal,80,IP / TCP 192.168.1.100:44059 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:09.995117,192.168.1.100,192.168.31.185,51518,100,60,http,normal,80,IP / TCP 192.168.1.100:51518 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.001101,192.168.1.100,192.168.31.185,63327,100,60,http,normal,80,IP / TCP 192.168.1.100:63327 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.010078,192.168.1.100,192.168.31.185,59280,100,60,http,normal,80,IP / TCP 192.168.1.100:59280 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.020051,192.168.1.100,192.168.31.185,3434,100,60,http,normal,80,IP / TCP 192.168.1.100:3434 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.031021,192.168.1.100,192.168.31.185,14044,100,60,http,normal,80,IP / TCP 192.168.1.100:14044 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.039998,192.168.1.100,192.168.31.185,27173,100,60,http,normal,80,IP / TCP 192.168.1.100:27173 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.046979,192.168.1.100,192.168.31.185,25213,100,60,http,normal,80,IP / TCP 192.168.1.100:25213 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.054957,192.168.1.100,192.168.31.185,11638,100,60,http,normal,80,IP / TCP 192.168.1.100:11638 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.060941,192.168.1.100,192.168.31.185,15399,100,60,http,normal,80,IP / TCP 192.168.1.100:15399 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.065927,192.168.1.100,192.168.31.185,22178,100,60,http,normal,80,IP / TCP 192.168.1.100:22178 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.072909,192.168.1.100,192.168.31.185,53946,100,60,http,normal,80,IP / TCP 192.168.1.100:53946 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.078892,192.168.1.100,192.168.31.185,62503,100,60,http,normal,80,IP / TCP 192.168.1.100:62503 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.083879,192.168.1.100,192.168.31.185,19650,100,60,http,normal,80,IP / TCP 192.168.1.100:19650 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.087868,192.168.1.100,192.168.31.185,64523,100,60,http,normal,80,IP / TCP 192.168.1.100:64523 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.092855,192.168.1.100,192.168.31.185,33948,100,60,http,normal,80,IP / TCP 192.168.1.100:33948 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.098839,192.168.1.100,192.168.31.185,50052,100,60,http,normal,80,IP / TCP 192.168.1.100:50052 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.102828,192.168.1.100,192.168.31.185,55300,100,60,http,normal,80,IP / TCP 192.168.1.100:55300 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.107814,192.168.1.100,192.168.31.185,55247,100,60,http,normal,80,IP / TCP 192.168.1.100:55247 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.112801,192.168.1.100,192.168.31.185,9002,100,60,http,normal,80,IP / TCP 192.168.1.100:9002 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.117789,192.168.1.100,192.168.31.185,51074,100,60,http,normal,80,IP / TCP 192.168.1.100:51074 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.122775,192.168.1.100,192.168.31.185,25924,100,60,http,normal,80,IP / TCP 192.168.1.100:25924 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.128759,192.168.1.100,192.168.31.185,57398,100,60,http,normal,80,IP / TCP 192.168.1.100:57398 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.134743,192.168.1.100,192.168.31.185,10734,100,60,http,normal,80,IP / TCP 192.168.1.100:10734 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.140727,192.168.1.100,192.168.31.185,2160,100,60,http,normal,80,IP / TCP 192.168.1.100:2160 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.145714,192.168.1.100,192.168.31.185,32650,100,60,http,normal,80,IP / TCP 192.168.1.100:32650 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.151698,192.168.1.100,192.168.31.185,31080,100,60,http,normal,80,IP / TCP 192.168.1.100:31080 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.157682,192.168.1.100,192.168.31.185,3880,100,60,http,normal,80,IP / TCP 192.168.1.100:3880 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.162668,192.168.1.100,192.168.31.185,47295,100,60,http,normal,80,IP / TCP 192.168.1.100:47295 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.168652,192.168.1.100,192.168.31.185,44610,100,60,http,normal,80,IP / TCP 192.168.1.100:44610 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.174636,192.168.1.100,192.168.31.185,47092,100,60,http,normal,80,IP / TCP 192.168.1.100:47092 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.180657,192.168.1.100,192.168.31.185,38670,100,60,http,normal,80,IP / TCP 192.168.1.100:38670 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.186605,192.168.1.100,192.168.31.185,11617,100,60,http,normal,80,IP / TCP 192.168.1.100:11617 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.193585,192.168.1.100,192.168.31.185,61157,100,60,http,normal,80,IP / TCP 192.168.1.100:61157 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.198573,192.168.1.100,192.168.31.185,48726,100,60,http,normal,80,IP / TCP 192.168.1.100:48726 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.204556,192.168.1.100,192.168.31.185,36961,100,60,http,normal,80,IP / TCP 192.168.1.100:36961 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.210541,192.168.1.100,192.168.31.185,12766,100,60,http,normal,80,IP / TCP 192.168.1.100:12766 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.215527,192.168.1.100,192.168.31.185,58095,100,60,http,normal,80,IP / TCP 192.168.1.100:58095 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.221510,192.168.1.100,192.168.31.185,61397,100,60,http,normal,80,IP / TCP 192.168.1.100:61397 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.226498,192.168.1.100,192.168.31.185,10769,100,60,http,normal,80,IP / TCP 192.168.1.100:10769 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.232481,192.168.1.100,192.168.31.185,19968,100,60,http,normal,80,IP / TCP 192.168.1.100:19968 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.239462,192.168.1.100,192.168.31.185,21193,100,60,http,normal,80,IP / TCP 192.168.1.100:21193 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.245447,192.168.1.100,192.168.31.185,28436,100,60,http,normal,80,IP / TCP 192.168.1.100:28436 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.251431,192.168.1.100,192.168.31.185,60851,100,60,http,normal,80,IP / TCP 192.168.1.100:60851 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.256418,192.168.1.100,192.168.31.185,8014,100,60,http,normal,80,IP / TCP 192.168.1.100:8014 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.262402,192.168.1.100,192.168.31.185,64848,100,60,http,normal,80,IP / TCP 192.168.1.100:64848 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.268386,192.168.1.100,192.168.31.185,32693,100,60,http,normal,80,IP / TCP 192.168.1.100:32693 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.274369,192.168.1.100,192.168.31.185,15812,100,60,http,normal,80,IP / TCP 192.168.1.100:15812 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.280354,192.168.1.100,192.168.31.185,36161,100,60,http,normal,80,IP / TCP 192.168.1.100:36161 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.286337,192.168.1.100,192.168.31.185,52830,100,60,http,normal,80,IP / TCP 192.168.1.100:52830 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.292322,192.168.1.100,192.168.31.185,24625,100,60,http,normal,80,IP / TCP 192.168.1.100:24625 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.298305,192.168.1.100,192.168.31.185,6429,100,60,http,normal,80,IP / TCP 192.168.1.100:6429 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.303292,192.168.1.100,192.168.31.185,35402,100,60,http,normal,80,IP / TCP 192.168.1.100:35402 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.308279,192.168.1.100,192.168.31.185,19955,100,60,http,normal,80,IP / TCP 192.168.1.100:19955 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.314263,192.168.1.100,192.168.31.185,50508,100,60,http,normal,80,IP / TCP 192.168.1.100:50508 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.319249,192.168.1.100,192.168.31.185,64823,100,60,http,normal,80,IP / TCP 192.168.1.100:64823 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.326231,192.168.1.100,192.168.31.185,37409,100,60,http,normal,80,IP / TCP 192.168.1.100:37409 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.331217,192.168.1.100,192.168.31.185,36671,100,60,http,normal,80,IP / TCP 192.168.1.100:36671 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.336204,192.168.1.100,192.168.31.185,64995,100,60,http,normal,80,IP / TCP 192.168.1.100:64995 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.342188,192.168.1.100,192.168.31.185,3625,100,60,http,normal,80,IP / TCP 192.168.1.100:3625 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.348172,192.168.1.100,192.168.31.185,29389,100,60,http,normal,80,IP / TCP 192.168.1.100:29389 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.353159,192.168.1.100,192.168.31.185,35359,100,60,http,normal,80,IP / TCP 192.168.1.100:35359 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.359143,192.168.1.100,192.168.31.185,2716,100,60,http,normal,80,IP / TCP 192.168.1.100:2716 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.364131,192.168.1.100,192.168.31.185,54077,100,60,http,normal,80,IP / TCP 192.168.1.100:54077 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.369116,192.168.1.100,192.168.31.185,47930,100,60,http,normal,80,IP / TCP 192.168.1.100:47930 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.374103,192.168.1.100,192.168.31.185,26967,100,60,http,normal,80,IP / TCP 192.168.1.100:26967 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.379089,192.168.1.100,192.168.31.185,25149,100,60,http,normal,80,IP / TCP 192.168.1.100:25149 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.384076,192.168.1.100,192.168.31.185,60448,100,60,http,normal,80,IP / TCP 192.168.1.100:60448 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.389062,192.168.1.100,192.168.31.185,63919,100,60,http,normal,80,IP / TCP 192.168.1.100:63919 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.393052,192.168.1.100,192.168.31.185,63063,100,60,http,normal,80,IP / TCP 192.168.1.100:63063 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.398038,192.168.1.100,192.168.31.185,48070,100,60,http,normal,80,IP / TCP 192.168.1.100:48070 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.403025,192.168.1.100,192.168.31.185,20012,100,60,http,normal,80,IP / TCP 192.168.1.100:20012 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.407015,192.168.1.100,192.168.31.185,38880,100,60,http,normal,80,IP / TCP 192.168.1.100:38880 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.412002,192.168.1.100,192.168.31.185,51398,100,60,http,normal,80,IP / TCP 192.168.1.100:51398 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.416988,192.168.1.100,192.168.31.185,3801,100,60,http,normal,80,IP / TCP 192.168.1.100:3801 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.422972,192.168.1.100,192.168.31.185,60804,100,60,http,normal,80,IP / TCP 192.168.1.100:60804 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.428957,192.168.1.100,192.168.31.185,13653,100,60,http,normal,80,IP / TCP 192.168.1.100:13653 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.434941,192.168.1.100,192.168.31.185,40668,100,60,http,normal,80,IP / TCP 192.168.1.100:40668 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.439927,192.168.1.100,192.168.31.185,42831,100,60,http,normal,80,IP / TCP 192.168.1.100:42831 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.445910,192.168.1.100,192.168.31.185,41818,100,60,http,normal,80,IP / TCP 192.168.1.100:41818 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.450897,192.168.1.100,192.168.31.185,60447,100,60,http,normal,80,IP / TCP 192.168.1.100:60447 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.456881,192.168.1.100,192.168.31.185,61962,100,60,http,normal,80,IP / TCP 192.168.1.100:61962 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.460871,192.168.1.100,192.168.31.185,21091,100,60,http,normal,80,IP / TCP 192.168.1.100:21091 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.465857,192.168.1.100,192.168.31.185,35508,100,60,http,normal,80,IP / TCP 192.168.1.100:35508 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.470844,192.168.1.100,192.168.31.185,57012,100,60,http,normal,80,IP / TCP 192.168.1.100:57012 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.476828,192.168.1.100,192.168.31.185,22372,100,60,http,normal,80,IP / TCP 192.168.1.100:22372 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.482812,192.168.1.100,192.168.31.185,15004,100,60,http,normal,80,IP / TCP 192.168.1.100:15004 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.487798,192.168.1.100,192.168.31.185,25176,100,60,http,normal,80,IP / TCP 192.168.1.100:25176 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.491788,192.168.1.100,192.168.31.185,15124,100,60,http,normal,80,IP / TCP 192.168.1.100:15124 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.497772,192.168.1.100,192.168.31.185,11765,100,60,http,normal,80,IP / TCP 192.168.1.100:11765 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.503756,192.168.1.100,192.168.31.185,46643,100,60,http,normal,80,IP / TCP 192.168.1.100:46643 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.508742,192.168.1.100,192.168.31.185,11769,100,60,http,normal,80,IP / TCP 192.168.1.100:11769 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.513729,192.168.1.100,192.168.31.185,23365,100,60,http,normal,80,IP / TCP 192.168.1.100:23365 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.518716,192.168.1.100,192.168.31.185,37053,100,60,http,normal,80,IP / TCP 192.168.1.100:37053 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.522705,192.168.1.100,192.168.31.185,53963,100,60,http,normal,80,IP / TCP 192.168.1.100:53963 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.527692,192.168.1.100,192.168.31.185,38925,100,60,http,normal,80,IP / TCP 192.168.1.100:38925 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.533676,192.168.1.100,192.168.31.185,39258,100,60,http,normal,80,IP / TCP 192.168.1.100:39258 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.538662,192.168.1.100,192.168.31.185,10527,100,60,http,normal,80,IP / TCP 192.168.1.100:10527 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.543650,192.168.1.100,192.168.31.185,21448,100,60,http,normal,80,IP / TCP 192.168.1.100:21448 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.548636,192.168.1.100,192.168.31.185,52295,100,60,http,normal,80,IP / TCP 192.168.1.100:52295 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.553623,192.168.1.100,192.168.31.185,50644,100,60,http,normal,80,IP / TCP 192.168.1.100:50644 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.559606,192.168.1.100,192.168.31.185,62765,100,60,http,normal,80,IP / TCP 192.168.1.100:62765 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.564593,192.168.1.100,192.168.31.185,49927,100,60,http,normal,80,IP / TCP 192.168.1.100:49927 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.571576,192.168.1.100,192.168.31.185,22255,100,60,http,normal,80,IP / TCP 192.168.1.100:22255 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.578556,192.168.1.100,192.168.31.185,46108,100,60,http,normal,80,IP / TCP 192.168.1.100:46108 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.585537,192.168.1.100,192.168.31.185,12696,100,60,http,normal,80,IP / TCP 192.168.1.100:12696 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.592520,192.168.1.100,192.168.31.185,30708,100,60,http,normal,80,IP / TCP 192.168.1.100:30708 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.598503,192.168.1.100,192.168.31.185,36436,100,60,http,normal,80,IP / TCP 192.168.1.100:36436 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.605485,192.168.1.100,192.168.31.185,26477,100,60,http,normal,80,IP / TCP 192.168.1.100:26477 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.612465,192.168.1.100,192.168.31.185,62792,100,60,http,normal,80,IP / TCP 192.168.1.100:62792 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.620445,192.168.1.100,192.168.31.185,27970,100,60,http,normal,80,IP / TCP 192.168.1.100:27970 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.627426,192.168.1.100,192.168.31.185,12563,100,60,http,normal,80,IP / TCP 192.168.1.100:12563 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.634407,192.168.1.100,192.168.31.185,59106,100,60,http,normal,80,IP / TCP 192.168.1.100:59106 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.639394,192.168.1.100,192.168.31.185,37442,100,60,http,normal,80,IP / TCP 192.168.1.100:37442 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.646376,192.168.1.100,192.168.31.185,47153,100,60,http,normal,80,IP / TCP 192.168.1.100:47153 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.652359,192.168.1.100,192.168.31.185,47184,100,60,http,normal,80,IP / TCP 192.168.1.100:47184 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.659341,192.168.1.100,192.168.31.185,53627,100,60,http,normal,80,IP / TCP 192.168.1.100:53627 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.666323,192.168.1.100,192.168.31.185,31331,100,60,http,normal,80,IP / TCP 192.168.1.100:31331 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.674302,192.168.1.100,192.168.31.185,50896,100,60,http,normal,80,IP / TCP 192.168.1.100:50896 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.681283,192.168.1.100,192.168.31.185,34958,100,60,http,normal,80,IP / TCP 192.168.1.100:34958 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.690259,192.168.1.100,192.168.31.185,44553,100,60,http,normal,80,IP / TCP 192.168.1.100:44553 > 192.168.31.185:http PA / Raw
2024-04-21T17:23:10.696241,192.168.1.100,192.168.31.185,26268,100,60,http,normal,80,IP / TCP 192.168.1.100:26268 > 192.168.31.185:http PA / Raw
